20 20
1.3113 1.3113 0.8986
1.4238 1.3113 0.8944
1.5386 1.3113 0.8889
1.6564 1.3113 0.8813
1.7776 1.3113 0.8708
1.9029 1.3113 0.8566
2.0329 1.3113 0.8379
2.1681 1.3113 0.8140
2.3090 1.3113 0.7841
2.4526 1.3113 0.7510
2.5922 1.3113 0.7206
2.7215 1.3113 0.6987
2.8382 1.3113 0.6873
2.9437 1.3113 0.6851
3.0393 1.3113 0.6909
3.1265 1.3113 0.7034
3.2065 1.3113 0.7212
3.2808 1.3113 0.7430
3.3508 1.3113 0.7675
3.4179 1.3113 0.7935
1.3113 1.4238 0.9709
1.4238 1.4238 0.9756
1.5386 1.4238 0.9787
1.6564 1.4238 0.9782
1.7776 1.4238 0.9719
1.9029 1.4238 0.9578
2.0329 1.4238 0.9338
2.1681 1.4238 0.8976
2.3090 1.4238 0.8476
2.4526 1.4238 0.7881
2.5922 1.4238 0.7300
2.7215 1.4238 0.6841
2.8382 1.4238 0.6541
2.9437 1.4238 0.6384
3.0393 1.4238 0.6351
3.1265 1.4238 0.6424
3.2065 1.4238 0.6584
3.2808 1.4238 0.6812
3.3508 1.4238 0.7091
3.4179 1.4238 0.7401
1.3113 1.5386 1.0507
1.4238 1.5386 1.0659
1.5386 1.5386 1.0794
1.6564 1.5386 1.0876
1.7776 1.5386 1.0867
1.9029 1.5386 1.0734
2.0329 1.5386 1.0438
2.1681 1.5386 0.9944
2.3090 1.5386 0.9220
2.4526 1.5386 0.8331
2.5922 1.5386 0.7442
2.7215 1.5386 0.6715
2.8382 1.5386 0.6209
2.9437 1.5386 0.5902
3.0393 1.5386 0.5769
3.1265 1.5386 0.5784
3.2065 1.5386 0.5925
3.2808 1.5386 0.6165
3.3508 1.5386 0.6480
3.4179 1.5386 0.6845
1.3113 1.6564 1.1392
1.4238 1.6564 1.1652
1.5386 1.6564 1.1892
1.6564 1.6564 1.2061
1.7776 1.6564 1.2106
1.9029 1.6564 1.1975
2.0329 1.6564 1.1618
2.1681 1.6564 1.0983
2.3090 1.6564 1.0023
2.4526 1.6564 0.8827
2.5922 1.6564 0.7616
2.7215 1.6564 0.6608
2.8382 1.6564 0.5885
2.9437 1.6564 0.5420
3.0393 1.6564 0.5180
3.1265 1.6564 0.5134
3.2065 1.6564 0.5252
3.2808 1.6564 0.5501
3.3508 1.6564 0.5851
3.4179 1.6564 0.6269
1.3113 1.7776 1.2373
1.4238 1.7776 1.2730
1.5386 1.7776 1.3062
1.6564 1.7776 1.3303
1.7776 1.7776 1.3387
1.9029 1.7776 1.3248
2.0329 1.7776 1.2819
2.1681 1.7776 1.2036
2.3090 1.7776 1.0838
2.4526 1.7776 0.9335
2.5922 1.7776 0.7803
2.7215 1.7776 0.6517
2.8382 1.7776 0.5578
2.9437 1.7776 0.4953
3.0393 1.7776 0.4603
3.1265 1.7776 0.4493
3.2065 1.7776 0.4582
3.2808 1.7776 0.4834
3.3508 1.7776 0.5211
3.4179 1.7776 0.5674
1.3113 1.9029 1.3463
1.4238 1.9029 1.3891
1.5386 1.9029 1.4286
1.6564 1.9029 1.4570
1.7776 1.9029 1.4666
1.9029 1.9029 1.4495
2.0329 1.9029 1.3980
2.1681 1.9029 1.3042
2.3090 1.9029 1.1613
2.4526 1.9029 0.9820
2.5922 1.9029 0.7988
2.7215 1.9029 0.6439
2.8382 1.9029 0.5295
2.9437 1.9029 0.4516
3.0393 1.9029 0.4059
3.1265 1.9029 0.3879
3.2065 1.9029 0.3933
3.2808 1.9029 0.4177
3.3508 1.9029 0.4568
3.4179 1.9029 0.5062
1.3113 2.0329 1.4672
1.4238 2.0329 1.5130
1.5386 2.0329 1.5544
1.6564 2.0329 1.5828
1.7776 2.0329 1.5896
1.9029 2.0329 1.5662
2.0329 2.0329 1.5040
2.1681 2.0329 1.3945
2.3090 2.0329 1.2300
2.4526 2.0329 1.0248
2.5922 2.0329 0.8153
2.7215 2.0329 0.6374
2.8382 2.0329 0.5046
